station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0F000,2019/8/6 10:00,273,250,0.4,29.6,0.91,971.1,-99,0,-99,-99,-99,30.9,,25.9,
C0K410,2019/8/6 10:00,20,212,0.7,31.8,0.68,999,-99,0,-99,-99,-99,31.8,,26.7,
C0R140,2019/8/6 10:00,740,349,1.1,26.6,0.77,924.9,-99,0,-99,-99,-99,27.2,,22.1,
C0V800,2019/8/6 10:00,256,288,2,30.5,0.69,972,-99,0,-99,-99,-99,31,,24.3,
C0S830,2019/8/6 10:00,288,43,2.6,30.7,0.7,972.6,-99,0,-99,-99,-99,30.7,,25.2,
C0S920,2019/8/6 10:00,98,120,1.6,30.6,0.77,987,-99,1,-99,-99,-99,31.8,,25,
C0V640,2019/8/6 10:00,35,264,2,30.6,0.77,998.1,-99,0,-99,-99,-99,30.9,,26.4,
C0AH80,2019/8/6 10:00,68,72,2.7,31.1,0.68,995,-99,0,-99,-99,-99,31.1,,25.9,
C0K250,2019/8/6 10:00,12,212,1.3,33,0.64,1001,-99,0,-99,-99,-99,33,,25.7,
C0I410,2019/8/6 10:00,180,248,0.5,30.7,0.67,982,-99,0,-99,-99,-99,31.2,,26,
C0M410,2019/8/6 10:00,245,178,1.5,30.3,0.87,971.4,-99,0,-99,-99,-99,30.3,,23.9,
C0F9Z0,2019/8/6 10:00,3193,26,2.1,15.2,0.83,694.4,-99,0,-99,-99,-99,15.7,,9.9,
C0G810,2019/8/6 10:00,26,175,1.4,33.4,0.63,998.4,-99,0,-99,-99,-99,33.4,,28.2,
C0U650,2019/8/6 10:00,442,100,1,29.8,0.68,955.5,-99,7.5,-99,-99,-99,29.8,,23.1,
C0D660,2019/8/6 10:00,65,106,1.8,32.3,0.6,995,-99,0,-99,-99,-99,32.3,,27.6,
C0E540,2019/8/6 10:00,32,5,1.2,33.4,0.67,999,-99,0,-99,-99,-99,33.6,,27.2,
C0W170,2019/8/6 10:00,42,10,4.1,29.3,0.81,999.3,-99,0,-99,-99,-99,29.7,,27.7,
C0Z150,2019/8/6 10:00,27,63,2.7,30.2,0.7,1001,-99,0.5,-99,-99,-99,30.2,,26.2,
C0S840,2019/8/6 10:00,22,53,3,31,0.78,1001.9,-99,0,-99,-99,-99,31.2,,25.4,
C0H9A0,2019/8/6 10:00,1595,89,1,24.5,0.76,840,-99,0,-99,-99,-99,25.4,,18.4,
C0Z300,2019/8/6 10:00,182,17,3.8,27.1,0.9,984.7,-99,8,10.2,331,,28,,24.6,
C0G730,2019/8/6 10:00,27,249,0.5,31.9,0.67,1000,-99,0,-99,-99,-99,32,,27.2,
C0V730,2019/8/6 10:00,33,328,1.4,31.9,0.73,998.8,-99,0,-99,-99,-99,32.5,,26.5,
C0SA00,2019/8/6 10:00,466,117,3.1,27.8,0.87,951.2,-99,0.5,-99,-99,-99,28.6,,22.8,
C0S900,2019/8/6 10:00,27,348,4.8,29.1,0.78,1000.1,-99,0.5,10.6,330,,29.2,,27.8,
C0C480,2019/8/6 10:00,105,96,0.5,34.4,0.53,991,-99,0,-99,-99,-99,34.4,,28.1,
C0V720,2019/8/6 10:00,15,19,1.8,33.2,0.69,1000.2,-99,0,-99,-99,-99,33.2,,26.8,
C0UA60,2019/8/6 10:00,566,51,1.1,27.4,0.82,941.5,-99,8,-99,-99,-99,29.2,,23,
C0A980,2019/8/6 10:00,11,89,2.8,33.1,0.53,1002.3,-99,0,-99,-99,-99,33.1,,28.7,
C0C670,2019/8/6 10:00,250,40,2.5,30.7,0.63,975.3,-99,0,-99,-99,-99,30.7,,25.5,
C0K550,2019/8/6 10:00,15,213,0.8,32.8,0.64,1000.8,-99,0,-99,-99,-99,33.1,,26.8,
C0R350,2019/8/6 10:00,35,51,3.1,31.6,-99,997.8,-99,0,-99,-99,-99,31.6,,24.8,
C0T9F0,2019/8/6 10:00,251,115,0.5,29.1,0.82,975.7,-99,1,-99,-99,-99,29.1,,24.6,
C0D390,2019/8/6 10:00,146,0,0,32.5,0.62,984.7,-99,0,-99,-99,-99,32.6,,25.1,
C0E430,2019/8/6 10:00,258,0,0,28.6,0.86,977.3,-99,7.5,-99,-99,-99,28.8,,25.7,
C0O990,2019/8/6 10:00,18,55,1.4,32.4,0.72,999.7,-99,0,-99,-99,-99,32.4,,25.3,
CM0010,2019/8/6 10:00,68,35,2.9,31.3,-99,996.2,-99,0,-99,-99,-99,31.3,,26.6,
C0K500,2019/8/6 10:00,12,260,1.4,31.4,0.69,999.8,-99,0,-99,-99,-99,31.8,,26.9,
C0X260,2019/8/6 10:00,39,277,0.5,31.8,0.71,998.3,-99,0,-99,-99,-99,31.8,,26.3,
C0ACA0,2019/8/6 10:00,25,49,2.1,31.5,0.62,999.3,-99,0,-99,-99,-99,31.5,,28.1,
C0X180,2019/8/6 10:00,62,0,0,31.2,0.78,994.7,-99,0,-99,-99,-99,31.2,,25.6,
C0F930,2019/8/6 10:00,100,325,1.1,31.7,0.84,991.1,-99,0,-99,-99,-99,32.3,,28.3,
C0I010,2019/8/6 10:00,1562,264,1.6,22.5,0.78,842.2,-99,0,-99,-99,-99,22.8,,17.5,
C0R190,2019/8/6 10:00,32,17,1.8,32.3,0.7,997.7,-99,0,-99,-99,-99,32.3,,24.6,
C0E420,2019/8/6 10:00,19,21,2,32.2,0.61,998.3,-99,0,-99,-99,-99,32.6,,27.3,
C0W160,2019/8/6 10:00,49,53,10.7,28.4,0.88,995,-99,0,-99,-99,-99,28.5,,27.4,
C0I460,2019/8/6 10:00,110,69,0.9,32.5,0.62,990,-99,0,-99,-99,-99,32.5,,26.9,
C0A9F0,2019/8/6 10:00,35,86,2,32.2,0.64,999.9,-99,0,7.7,55,,32.2,,28.1,
C0F9A0,2019/8/6 10:00,425,284,1.2,29.2,0.76,955.7,-99,0,-99,-99,-99,30.3,,24.7,
C0M760,2019/8/6 10:00,40,232,0.8,32.5,0.67,997.9,-99,0,-99,-99,-99,32.5,,27.1,
C0AH70,2019/8/6 10:00,34,66,1.4,31.7,0.56,1000,-99,0,-99,-99,-99,31.8,,28.3,
C0V250,2019/8/6 10:00,298,193,1.7,30.9,0.75,970,-99,0,-99,-99,-99,31.3,,23.3,
C0U980,2019/8/6 10:00,573,136,1.7,26.6,0.86,942.3,-99,3,-99,-99,-99,26.6,,23.1,
C0S740,2019/8/6 10:00,289,46,3.1,28.2,0.8,971.7,-99,1,8.8,41,,28.2,,24.1,
C0A940,2019/8/6 10:00,49,127,0.4,31.9,0.74,998.9,-99,0,-99,-99,-99,31.9,,27.1,
C0A920,2019/8/6 10:00,196,91,3.3,28.3,0.99,981.5,-99,1.5,-99,-99,-99,29.6,,26.1,
C0T870,2019/8/6 10:00,135,349,0.4,28.1,0.84,988.6,-99,0.5,-99,-99,-99,28.4,,24.2,
C0O930,2019/8/6 10:00,69,286,0.7,30.7,0.83,994.7,-99,0,-99,-99,-99,30.7,,24.8,
C0C460,2019/8/6 10:00,482,0,0,29.3,0.68,950.6,-99,0,-99,-99,-99,29.3,,22.9,
C0E520,2019/8/6 10:00,320,-99,-99,30.7,0.77,967.6,-99,0.5,-99,-99,-99,30.8,,25.5,
C0T9D0,2019/8/6 10:00,7,34,1.3,32.7,0.92,1003.5,-99,0.5,-99,-99,-99,32.7,,25.5,
C0I390,2019/8/6 10:00,1184,259,1.5,25.5,0.71,878.8,-99,0,-99,-99,-99,25.5,,19.3,
C0B020,2019/8/6 10:00,86,103,2,31,0.99,992.7,-99,0,-99,-99,-99,31.1,,26.4,
C0C590,2019/8/6 10:00,72,23,2.6,32.4,0.65,994.2,-99,0,-99,-99,-99,33.2,,27.5,
C0I520,2019/8/6 10:00,3860,-99,-99,10.7,0.77,640.6,-99,-99,-99,-99,-99,10.7,,7,
C0E530,2019/8/6 10:00,341,322,0.5,28.7,0.77,964.6,-99,0,-99,-99,-99,30.5,,25.6,
C0M790,2019/8/6 10:00,15,230,1.5,31.8,0.64,999.5,-99,0,-99,-99,-99,31.8,,27,
C0R130,2019/8/6 10:00,1040,265,0.6,24.5,0.89,889.6,-99,0,-99,-99,-99,24.5,,20.7,
C0AH30,2019/8/6 10:00,755,104,0.6,23.7,1,921.4,-99,1.5,-99,-99,-99,24.3,,21.9,
C0X170,2019/8/6 10:00,50,318,1.2,33,0.65,995.9,-99,0,-99,-99,-99,33.2,,25.8,
C0K291,2019/8/6 10:00,8,211,1.8,32,0.66,1001.6,-99,0,-99,-99,-99,32,,27.5,
C0D480,2019/8/6 10:00,223,0,0,31.2,0.73,977,-99,0,-99,-99,-99,31.2,,24.4,
C0F0C0,2019/8/6 10:00,983,30,1,22.6,0.99,896.8,-99,1,-99,-99,-99,24.2,,21,
C0U860,2019/8/6 10:00,5,75,3.6,30.8,0.78,1003.3,-99,5,-99,-99,-99,30.8,,26.4,
C0UA50,2019/8/6 10:00,808,322,0.9,26.7,0.99,916.4,-99,9,-99,-99,-99,26.7,,21.1,
C0T960,2019/8/6 10:00,120,87,0.7,29.3,0.86,990.3,-99,0.5,-99,-99,-99,29.3,,24.5,
C0SA80,2019/8/6 10:00,136,79,1.7,30.2,0.76,987.3,-99,0,-99,-99,-99,30.3,,24.5,
C0E780,2019/8/6 10:00,160,0,0.1,30.7,0.73,984.4,-99,3.5,-99,-99,-99,31.9,,26.1,
C0F9Q0,2019/8/6 10:00,149,270,0.8,31.2,0.73,984.9,-99,0,-99,-99,-99,31.7,,27.6,
C0F9X0,2019/8/6 10:00,166,281,1.6,30.6,0.67,984.4,-99,0,-99,-99,-99,30.7,,27.4,
C0F0D0,2019/8/6 10:00,3171,314,0.9,16.7,0.85,695.8,-99,0,-99,-99,-99,16.7,,10.1,
C0S730,2019/8/6 10:00,110,23,8.5,28.3,0.88,990.3,-99,6,-99,-99,-99,28.3,,25.2,
C0T790,2019/8/6 10:00,2830,128,2.3,15.3,0.86,724.5,-99,0,-99,-99,-99,16.7,,9.9,
C0M830,2019/8/6 10:00,540,186,1.8,28.1,0.8,944.5,-99,0,-99,-99,-99,28.5,,22.8,
C0K530,2019/8/6 10:00,12,220,1.2,32.1,0.64,1000.9,-99,0,-99,-99,-99,32.1,,27.2,
C0G850,2019/8/6 10:00,62,192,2.4,32.8,0.67,994.5,-99,0,-99,-99,-99,32.8,,28.9,
C0M780,2019/8/6 10:00,30,270,0.8,32.2,0.65,999.1,-99,0,-99,-99,-99,32.2,,26.5,
C0V360,2019/8/6 10:00,94,347,1.1,32.1,0.71,991.7,-99,0,-99,-99,-99,32.3,,24.1,
C0K510,2019/8/6 10:00,10,225,1.9,31.9,0.65,1000.3,-99,0,-99,-99,-99,32.1,,26.9,
C0R380,2019/8/6 10:00,2,341,2.4,32.4,-99,1001.8,-99,0,-99,-99,-99,32.4,,25,
C0D650,2019/8/6 10:00,97,59,4,32.1,0.59,992,-99,0,-99,-99,-99,32.2,,27.8,
C0V630,2019/8/6 10:00,19,272,1.1,30.9,0.75,1002.2,-99,0,-99,-99,-99,31,,26.8,
C0U910,2019/8/6 10:00,17,72,1,30.3,0.67,1001.6,-99,27,-99,-99,-99,30.5,,25,
C0U720,2019/8/6 10:00,1260,72,0.9,24.7,0.98,881.5,-99,2.5,-99,-99,-99,24.7,,19.9,
C0U600,2019/8/6 10:00,10,103,1.1,30,0.79,1002.6,-99,8.5,-99,-99,-99,30.5,,25.9,
C0G820,2019/8/6 10:00,29,241,0.3,31.8,0.83,998.1,-99,0,-99,-99,-99,32.4,,26.8,
C0R590,2019/8/6 10:00,72,354,2.8,30.5,0.8,994.1,-99,0,-99,-99,-99,30.5,,25.4,
C0A9E0,2019/8/6 10:00,26,53,1.9,32.6,0.58,1000.6,-99,0,-99,-99,-99,33.3,,28.6,
C0R480,2019/8/6 10:00,57,308,1.5,31.2,0.73,995.8,-99,0,-99,-99,-99,31.2,,25.3,
C0X300,2019/8/6 10:00,70,234,0.4,31.3,0.7,994.3,-99,0,-99,-99,-99,31.7,,24.9,
C0U970,2019/8/6 10:00,7,77,1.3,30.3,0.75,1003.8,-99,5.5,-99,-99,-99,30.5,,26.1,
C0M750,2019/8/6 10:00,10,217,0.8,31.4,0.68,1001,-99,0,-99,-99,-99,31.7,,27.9,
C0I110,2019/8/6 10:00,161,276,0.9,31.5,0.98,984.7,-99,0,-99,-99,-99,31.5,,26,
C0V370,2019/8/6 10:00,74,65,0.4,30.9,0.78,994.3,-99,0,-99,-99,-99,31.2,,24.6,
C0C690,2019/8/6 10:00,242,87,2.1,30.4,0.57,976.8,-99,0,-99,-99,-99,30.5,,26.1,
C0A540,2019/8/6 10:00,401,0,0,29.1,0.76,955.8,-99,0,-99,-99,-99,29.1,,23.2,
C0H950,2019/8/6 10:00,192,270,1.1,30.2,0.78,981.9,-99,0,-99,-99,-99,30.9,,25.5,
C0R360,2019/8/6 10:00,20,21,2.9,30.7,-99,1000.5,-99,0,-99,-99,-99,31.1,,24.4,
C0O960,2019/8/6 10:00,112,333,0.9,29.6,0.75,989.6,-99,0,-99,-99,-99,29.9,,24.6,
C0AH10,2019/8/6 10:00,30,91,2.9,31.9,0.66,998.6,-99,0,-99,-99,-99,31.9,,28.6,
C0X210,2019/8/6 10:00,38,270,0.9,31.5,0.7,996.4,-99,0,-99,-99,-99,31.7,,25.7,
C0D430,2019/8/6 10:00,87,0,0.2,32.8,0.64,991.4,-99,0,-99,-99,-99,33.3,,26.3,
C0AD30,2019/8/6 10:00,20,59,3,32.3,0.58,999.3,-99,0,-99,-99,-99,32.5,,28.9,
C0R240,2019/8/6 10:00,87,24,0.9,31.8,0.7,992.1,-99,0,-99,-99,-99,32,,24.2,
C0AI30,2019/8/6 10:00,26,52,4.2,31.5,0.68,1001,-99,0,9.3,57,,31.5,,28.5,
C0U960,2019/8/6 10:00,1885,359,1.4,22.1,0.75,809.9,-99,1,-99,-99,-99,22.1,,13.8,
C0T9E0,2019/8/6 10:00,415,35,1.1,26.4,0.9,959.1,-99,5,-99,-99,-99,26.4,,23.8,
C0A540,2019/8/6 11:00,401,138,0.3,30,0.71,955.5,-99,0,-99,-99,-99,30,,23.2,
C0A560,2019/8/6 11:00,405,132,0.7,32.3,0.65,957,-99,0.5,-99,-99,-99,32.3,,22.7,
C0X190,2019/8/6 11:00,10,253,2.1,30.9,0.78,999.9,-99,0,-99,-99,-99,31.7,,27.9,
C0S950,2019/8/6 11:00,415,60,1.5,27.9,0.81,956.3,-99,0,-99,-99,-99,28.5,,23.4,
C0A880,2019/8/6 11:00,6,42,2.5,30,0.75,1001.7,-99,4.5,-99,-99,-99,30.3,,25.2,
C0I530,2019/8/6 11:00,3014,119,3.3,15.3,0.84,699.5,-99,0,-99,-99,-99,16.3,,9.5,
C0M670,2019/8/6 11:00,43,265,0.6,32.5,0.64,996.4,-99,0,-99,-99,-99,33.2,,27.1,
C0Z061,2019/8/6 11:00,174,311,1.4,30.1,0.79,986.2,-99,0,-99,-99,-99,30.1,,24.9,
C0M730,2019/8/6 11:00,40,284,0.6,32.3,0.7,996.6,-99,0,-99,-99,-99,32.6,,26.3,
C0U750,2019/8/6 11:00,398,79,2.8,25.5,0.98,959.9,-99,1.5,-99,-99,-99,26.2,,23.2,
C0A650,2019/8/6 11:00,287,30,1.8,29.4,0.75,971.7,-99,1.5,-99,-99,-99,29.4,,24.3,
C0K400,2019/8/6 11:00,65,278,1.3,32.6,0.67,995.1,-99,0,-99,-99,-99,32.6,,26.8,
C0I370,2019/8/6 11:00,671,280,1.5,27.9,0.72,930,-99,0,-99,-99,-99,28.7,,23.5,
C0S750,2019/8/6 11:00,2280,0,0,18.4,0.92,769.4,-99,0.5,-99,-99,-99,19.2,,13.4,
C0R650,2019/8/6 11:00,29,347,2.2,32.4,0.67,999.4,-99,0,-99,-99,-99,32.4,,25.5,
C0E740,2019/8/6 11:00,27,304,1,32.9,0.7,998.6,-99,0,-99,-99,-99,32.9,,26.9,
C0AI20,2019/8/6 11:00,25,59,6.1,29.3,0.83,1000.4,-99,0,-99,-99,-99,29.8,,27.7,
C0E550,2019/8/6 11:00,84,152,1.1,31.6,0.76,993.6,-99,0,-99,-99,-99,31.7,,26.7,
C0X060,2019/8/6 11:00,19,310,2.1,32.4,0.68,1001.1,-99,0,-99,-99,-99,32.6,,26,
C0R510,2019/8/6 11:00,31,33,2.4,32.6,0.64,998.1,-99,0,-99,-99,-99,32.8,,26.1,
C0AC60,2019/8/6 11:00,55,72,2.7,34.1,0.51,995.9,-99,0,8.2,78,,34.1,,28.3,
C0UA70,2019/8/6 11:00,547,59,2.6,28.2,0.85,944.6,-99,2,-99,-99,-99,29,,23.1,
C0G740,2019/8/6 11:00,24,282,2,31.5,0.71,999.4,-99,0,-99,-99,-99,33.1,,27.1,
C0F9N0,2019/8/6 11:00,75,278,0.6,32.8,0.58,993.6,-99,0,-99,-99,-99,32.8,,28.4,
C0F9T0,2019/8/6 11:00,111,303,2.1,31.4,0.65,989.8,-99,0,-99,-99,-99,31.9,,28.8,
C0S710,2019/8/6 11:00,382,86,1.9,29,0.73,961.5,-99,0,9,39,,29,,23.2,
C0M680,2019/8/6 11:00,37,250,0.8,32.3,0.65,999.1,-99,0,-99,-99,-99,32.4,,26.8,
C0X220,2019/8/6 11:00,26,96,1.7,31.7,0.65,998.7,-99,0,-99,-99,-99,31.7,,26.7,
C0R560,2019/8/6 11:00,22,354,1.3,33,0.64,999.2,-99,0,-99,-99,-99,33,,25.9,
C0F9P0,2019/8/6 11:00,26,328,1.2,32.7,0.72,999.5,-99,0,-99,-99,-99,33.1,,29.1,
C0O970,2019/8/6 11:00,71,36,1.2,32.9,0.73,994,-99,0,-99,-99,-99,33.1,,24.4,
C0F0B0,2019/8/6 11:00,311,329,2.3,29.4,0.74,967.7,-99,-99,-99,-99,-99,29.8,,26.5,
C0R620,2019/8/6 11:00,34,42,2.8,30.8,0.82,998.4,-99,48,-99,-99,-99,30.8,,23.8,
C0C660,2019/8/6 11:00,176,32,4.1,32.3,0.57,982.7,-99,0,9.8,15,,32.3,,27.4,
C0SA10,2019/8/6 11:00,411,72,1.1,29.3,0.83,957.6,-99,0,-99,-99,-99,29.5,,23.6,
C0M740,2019/8/6 11:00,15,280,3.1,31.7,0.66,999.3,-99,0,-99,-99,-99,31.7,,26.7,
C0K460,2019/8/6 11:00,60,291,1.7,31.9,0.64,994.1,-99,0,-99,-99,-99,31.9,,27.3,
C0X100,2019/8/6 11:00,10,266,2.2,32.5,0.69,998.7,-99,0,-99,-99,-99,32.5,,28.4,
C0K560,2019/8/6 11:00,117,252,0.8,32.4,0.63,989.5,-99,0,-99,-99,-99,32.6,,25.8,
C0R150,2019/8/6 11:00,105,6,0.7,34,0.66,988.5,-99,0,-99,-99,-99,34,,25.5,
C0S690,2019/8/6 11:00,522,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999,,-999,
C0U870,2019/8/6 11:00,474,106,1.5,29,0.78,952.4,-99,6.5,-99,-99,-99,29,,23.7,
C0A520,2019/8/6 11:00,48,59,3.2,33.1,0.57,997.4,-99,0,-99,-99,-99,33.1,,28.4,
C0X130,2019/8/6 11:00,27,298,1.6,33.3,0.75,998.3,-99,0,-99,-99,-99,33.3,,26.4,
C0V400,2019/8/6 11:00,56,335,2.7,31.8,0.67,994.3,-99,0,-99,-99,-99,31.8,,25.6,
C0UA40,2019/8/6 11:00,1121,43,2.1,22.4,0.95,883.4,-99,6,-99,-99,-99,24.4,,19.6,
C0G720,2019/8/6 11:00,50,215,1.9,32.2,0.65,995.7,-99,0,-99,-99,-99,33,,27.1,
C0G890,2019/8/6 11:00,24,313,3.4,31.6,0.76,999.1,-99,0,-99,-99,-99,32.4,,28.8,
C0I540,2019/8/6 11:00,3344,239,1.3,13.5,0.88,681.2,-99,-99,-99,-99,-99,15.4,,8.3,
C0K390,2019/8/6 11:00,31,310,1.4,32.5,0.63,998.2,-99,0,-99,-99,-99,32.6,,26.8,
C0T9A0,2019/8/6 11:00,498,0,0.2,27.5,0.83,948.9,-99,1.5,-99,-99,-99,27.8,,23,
C0X280,2019/8/6 11:00,22,275,2.1,31.2,0.68,999.7,-99,0,-99,-99,-99,31.6,,27,
C0V620,2019/8/6 11:00,18,275,2.7,30.6,0.8,999.7,-99,10.5,-99,-99,-99,30.8,,26.8,
C0H960,2019/8/6 11:00,120,209,0.7,32.3,0.67,987.1,-99,0,-99,-99,-99,32.7,,27.9,
C0M530,2019/8/6 11:00,1385,222,0.5,20.9,0.99,861.7,-99,0,-99,-99,-99,21.6,,19.4,
C0R170,2019/8/6 11:00,26,326,1.6,32.4,0.74,998.5,-99,0,-99,-99,-99,32.8,,25.2,
C0I420,2019/8/6 11:00,305,223,3.2,31.7,0.64,968,-99,0,-99,-99,-99,31.7,,25.9,
C0A640,2019/8/6 11:00,241,100,0.3,30.9,0.67,978.4,-99,0,-99,-99,-99,31.6,,24.6,
C0F9M0,2019/8/6 11:00,230,321,1.6,31.9,0.62,976.3,-99,0,-99,-99,-99,31.9,,27.4,
C0AC40,2019/8/6 11:00,1079,57,1,20.6,0.97,887,-99,1.5,7.7,354,,20.6,,19,
C0AI00,2019/8/6 11:00,188,36,1.4,34.3,0.55,982.3,-99,0,-99,-99,-99,34.3,,26.6,
C0T9M0,2019/8/6 11:00,92,40,1.1,32.6,0.73,994,-99,0,-99,-99,-99,32.6,,25.7,
C0K430,2019/8/6 11:00,30,184,1.2,32.6,0.62,999.2,-99,0,-99,-99,-99,32.6,,26.6,
C0Z170,2019/8/6 11:00,199,60,3.5,29.2,0.73,982.2,-99,0,-99,-99,-99,29.2,,25.3,
C0Z100,2019/8/6 11:00,36,60,1.2,32,0.66,1000.8,-99,0,-99,-99,-99,32.1,,25.8,
C0U710,2019/8/6 11:00,1942,0,0.1,19.2,0.95,804.2,-99,0.5,-99,-99,-99,19.4,,14.1,
C0SA30,2019/8/6 11:00,92,43,3.8,29.5,0.75,993.1,-99,0,9.9,40,,30.1,,25.3,
C0V500,2019/8/6 11:00,6,270,0.4,31.6,0.82,999.2,-99,0,-99,-99,-99,31.6,,27.5,
CM0160,2019/8/6 11:00,196,303,0.8,32.3,0.64,985.1,-99,0,-99,-99,-99,33.9,,25.6,
C0V350,2019/8/6 11:00,36,317,0.8,32.4,0.71,998.3,-99,0,-99,-99,-99,33.2,,25,
C0W120,2019/8/6 11:00,58,137,2.1,29,0.86,995.5,-99,0,-99,-99,-99,29.3,,26.4,
C0R470,2019/8/6 11:00,103,331,0.8,31.6,0.74,990.3,-99,0,-99,-99,-99,31.9,,25.5,
C0AI10,2019/8/6 11:00,76,329,1.2,33.3,0.58,994.2,-99,0,-99,-99,-99,33.8,,26,
C0V530,2019/8/6 11:00,34,345,1.8,32.2,0.69,997.2,-99,0,-99,-99,-99,32.3,,25.9,
C0R550,2019/8/6 11:00,38,328,2,32.5,0.66,997.5,-99,0,-99,-99,-99,32.6,,25.3,
C0F9L0,2019/8/6 11:00,253,12,2.2,30.7,0.74,973.9,-99,0,-99,-99,-99,31,,27.7,
C0A950,2019/8/6 11:00,60,85,2.7,28.8,0.8,998,-99,5,-99,-99,-99,29.5,,26.7,
C0R160,2019/8/6 11:00,45,11,1.3,32.2,0.87,995.5,-99,0,-99,-99,-99,32.2,,25,
C0F9S0,2019/8/6 11:00,43,294,2.3,32.7,0.6,997,-99,0,-99,-99,-99,32.7,,28.8,
C0M820,2019/8/6 11:00,980,245,2.3,25.2,0.74,897.6,-99,0,-99,-99,-99,26.3,,20.6,
C0G870,2019/8/6 11:00,12,325,1.5,33.2,0.68,1001,-99,0,-99,-99,-99,33.8,,27.5,
C0R530,2019/8/6 11:00,16,263,4,30.9,0.86,999,-99,0,-99,-99,-99,32,,25.5,
C0O840,2019/8/6 11:00,134,305,1.2,30.5,0.86,985.7,-99,0,-99,-99,-99,30.5,,25.3,
C0A660,2019/8/6 11:00,97,13,1.2,30.5,1,992.6,-99,2,-99,-99,-99,30.8,,25.7,
C0T9H0,2019/8/6 11:00,725,79,2.6,26.6,0.99,925.3,-99,9.5,-99,-99,-99,26.8,,21.9,
C0R270,2019/8/6 11:00,51,322,2.1,32.3,0.79,994.5,-99,0,-99,-99,-99,32.3,,25.5,
C0O980,2019/8/6 11:00,18,323,1.5,33.7,0.66,1000.3,-99,0,-99,-99,-99,33.7,,25.5,
C0T9I0,2019/8/6 11:00,152,39,3,30.1,0.73,987.3,-99,2.5,-99,-99,-99,30.4,,24.6,
C0V760,2019/8/6 11:00,30,273,2.1,32.8,0.67,998.8,-99,0,-99,-99,-99,32.9,,26.4,
C0AG90,2019/8/6 11:00,25,27,2.7,33.1,0.57,1000.8,-99,0,-99,-99,-99,33.1,,28.9,
C0R570,2019/8/6 11:00,37,27,1.9,32.5,1,996.2,-99,0,-99,-99,-99,32.5,,25.5,
C0O900,2019/8/6 11:00,9,321,2.1,32.2,0.72,1000.6,-99,0.5,-99,-99,-99,33,,26.1,
C0AD00,2019/8/6 11:00,86,57,1.6,31.8,0.67,994.2,-99,1,6.8,65,,31.8,,27.9,
C0V700,2019/8/6 11:00,24,272,2.2,31.8,0.68,997.8,-99,0,-99,-99,-99,32,,27.9,
C0AH00,2019/8/6 11:00,38,36,3.7,31.3,0.61,998.7,-99,0,-99,-99,-99,31.3,,27.4,
C0X080,2019/8/6 11:00,2,287,2.7,33.5,0.62,1001.4,-99,0,-99,-99,-99,33.5,,26.5,
CM0150,2019/8/6 11:00,11,104,1,30.3,0.71,1001.1,-99,0.5,-99,-99,-99,31.4,,26.2,
C0I480,2019/8/6 11:00,2165,191,0.4,18.9,0.92,783.9,-99,0,-99,-99,-99,21.4,,13.5,
C0U940,2019/8/6 11:00,25,51,1.8,31.8,0.64,1001.6,-99,5.5,-99,-99,-99,31.9,,25,
C0S970,2019/8/6 11:00,19,77,6.6,30.6,0.77,999.8,-99,0,-99,-99,-99,30.6,,26.1,
C0V260,2019/8/6 11:00,126,308,0.7,33,0.63,987.6,-99,0,-99,-99,-99,33.9,,25,
C0H990,2019/8/6 11:00,3076,190,1,19,0.76,703.4,-99,0,-99,-99,-99,19,,10,
C0F9K0,2019/8/6 11:00,30,342,3.1,31.2,0.73,997.1,-99,0,-99,-99,-99,31.9,,29,
C0AH90,2019/8/6 11:00,660,93,0.8,29,0.68,933.6,-99,15.5,-99,-99,-99,29.2,,22.1,
C0W150,2019/8/6 11:00,42,55,4.9,32.5,0.62,999,-99,0,-99,-99,-99,32.5,,28.4,
C0F000,2019/8/6 11:00,273,333,0.8,31.3,0.75,970.7,-99,0,-99,-99,-99,31.7,,25.9,
C0K410,2019/8/6 11:00,20,255,2.1,32,0.63,998.5,-99,0,-99,-99,-99,32.3,,26.7,
C0R140,2019/8/6 11:00,740,337,2.2,27.3,0.76,924.2,-99,0,-99,-99,-99,27.3,,22.1,
C0V800,2019/8/6 11:00,256,270,1.7,31.5,0.64,971.4,-99,0,-99,-99,-99,31.5,,24.3,
C0S830,2019/8/6 11:00,288,76,1.8,30.2,0.76,972,-99,0,-99,-99,-99,31,,25.2,
C0S920,2019/8/6 11:00,98,129,2.5,29.2,0.82,986.7,-99,1,8.1,128,,31.8,,25,
C0V640,2019/8/6 11:00,35,289,3.7,30.9,0.75,997.5,-99,0,-99,-99,-99,31.1,,26.4,
C0AH80,2019/8/6 11:00,68,23,4,31.3,0.67,994.8,-99,0,-99,-99,-99,31.9,,25.9,
C0K250,2019/8/6 11:00,12,230,1.2,33.3,0.64,1000.5,-99,0,-99,-99,-99,34.2,,25.7,
C0I410,2019/8/6 11:00,180,296,1,31.9,0.65,981.5,-99,0,-99,-99,-99,32.1,,26,
C0M410,2019/8/6 11:00,245,187,1.2,30.7,0.82,970.9,-99,0,-99,-99,-99,30.7,,23.9,
